model,class,metric,value
centerpointpillars,barrier,AP_dist_4.0,0.675372724714815
centerpointpillars,barrier,trans_err,0.2941448401357076
centerpointpillars,barrier,scale_err,0.2921473711441224
centerpointpillars,barrier,orient_err,0.08942085949533927
centerpointpillars,barrier,vel_err,
centerpointpillars,barrier,attr_err,
petr,car,AP_dist_0.5,0.19168280968727755
petr,car,AP_dist_1.0,0.49459939418563864
petr,car,AP_dist_2.0,0.7497164663840815
petr,car,AP_dist_4.0,0.8590277898161625
petr,car,trans_err,0.518746409486946
petr,car,scale_err,0.7485419129004153
petr,car,orient_err,0.08701029415069884
petr,car,vel_err,0.864968910325115
petr,car,attr_err,0.20599090544439172
petr,truck,AP_dist_0.5,0.032139317091053984
petr,truck,AP_dist_1.0,0.20457630430656595
petr,truck,AP_dist_2.0,0.5035992417134624
petr,truck,AP_dist_4.0,0.6570378852629915
petr,truck,trans_err,0.7735705657565861
petr,truck,scale_err,0.7933570695488081
petr,truck,orient_err,0.11666669873095724
petr,truck,vel_err,0.8541290578699268
petr,truck,attr_err,0.2204389999701634
petr,bus,AP_dist_0.5,0.032254783271655964
petr,bus,AP_dist_1.0,0.24851983822996898
petr,bus,AP_dist_2.0,0.6242679690110503
petr,bus,AP_dist_4.0,0.7950089061727019
petr,bus,trans_err,0.7815001020391065
petr,bus,scale_err,0.8583597601996461
petr,bus,orient_err,0.11900346931974552
petr,bus,vel_err,1.907997709974154
petr,bus,attr_err,0.3168613024687482
petr,trailer,AP_dist_0.5,0.0
petr,trailer,AP_dist_1.0,0.045186974146157896
petr,trailer,AP_dist_2.0,0.2995016537046159
petr,trailer,AP_dist_4.0,0.532941062218452
petr,trailer,trans_err,1.0333919562467264
petr,trailer,scale_err,0.8505245270687188
petr,trailer,orient_err,0.612251871794176
petr,trailer,vel_err,0.8345106230641703
petr,trailer,attr_err,0.1504392013093578
petr,construction_vehicle,AP_dist_0.5,0.0
petr,construction_vehicle,AP_dist_1.0,0.0032801648896176473
petr,construction_vehicle,AP_dist_2.0,0.08807082930077528
petr,construction_vehicle,AP_dist_4.0,0.24459761354218718
petr,construction_vehicle,trans_err,1.061335873853905
petr,construction_vehicle,scale_err,0.7027923210830468
petr,construction_vehicle,orient_err,1.2537141727521282
petr,construction_vehicle,vel_err,0.17312615475887103
petr,construction_vehicle,attr_err,0.3587585212586454
petr,pedestrian,AP_dist_0.5,0.09235285604822255
petr,pedestrian,AP_dist_1.0,0.3412640847970962
petr,pedestrian,AP_dist_2.0,0.6130177616252545
petr,pedestrian,AP_dist_4.0,0.76249437389383
petr,pedestrian,trans_err,0.6808458876569633
petr,pedestrian,scale_err,0.3294517659446092
petr,pedestrian,orient_err,0.6454295269268473
petr,pedestrian,vel_err,0.5281468690521869
petr,pedestrian,attr_err,0.2314824001227232
petr,motorcycle,AP_dist_0.5,0.07706550155897819
petr,motorcycle,AP_dist_1.0,0.29433438038045734
petr,motorcycle,AP_dist_2.0,0.5148854710991546
petr,motorcycle,AP_dist_4.0,0.6241035545679304
petr,motorcycle,trans_err,0.6709243881116899
petr,motorcycle,scale_err,0.7923849989486489
petr,motorcycle,orient_err,0.5663689850218037
petr,motorcycle,vel_err,1.3372706105196244
petr,motorcycle,attr_err,0.12945916721220288
petr,bicycle,AP_dist_0.5,0.07059296599217521
petr,bicycle,AP_dist_1.0,0.2814460273805851
petr,bicycle,AP_dist_2.0,0.46746597189267164
petr,bicycle,AP_dist_4.0,0.5694754145924212
petr,bicycle,trans_err,0.637728727789693
petr,bicycle,scale_err,0.808045787683768
petr,bicycle,orient_err,0.7887242712464395
petr,bicycle,vel_err,0.4713974731818931
petr,bicycle,attr_err,0.016010489722467897
petr,traffic_cone,AP_dist_0.5,0.17963104493353158
petr,traffic_cone,AP_dist_1.0,0.48154250786611397
petr,traffic_cone,AP_dist_2.0,0.7024946075157007
petr,traffic_cone,AP_dist_4.0,0.7854445156398904
petr,traffic_cone,trans_err,0.5531298260982359
petr,traffic_cone,scale_err,0.32526034678356824
petr,traffic_cone,orient_err,
petr,traffic_cone,vel_err,
petr,traffic_cone,attr_err,
petr,barrier,AP_dist_0.5,0.09131837546614484
petr,barrier,AP_dist_1.0,0.386543879994359
petr,barrier,AP_dist_2.0,0.648630954706351
petr,barrier,AP_dist_4.0,0.7298315341765292
petr,barrier,trans_err,0.6622150944799096
petr,barrier,scale_err,0.8872588377386439
petr,barrier,orient_err,0.13730538810845097
petr,barrier,vel_err,
petr,barrier,attr_err,
pointpillars_fpn,car,AP_dist_0.5,0.6646100204292174
pointpillars_fpn,car,AP_dist_1.0,0.8059272887743422
pointpillars_fpn,car,AP_dist_2.0,0.8497708918071366
pointpillars_fpn,car,AP_dist_4.0,0.8665856374995963
pointpillars_fpn,car,trans_err,0.21858288461689102
pointpillars_fpn,car,scale_err,0.15675428021967128
pointpillars_fpn,car,orient_err,0.14981831281500774
pointpillars_fpn,car,vel_err,0.25988153272493714
pointpillars_fpn,car,attr_err,0.19825688736243458
pointpillars_fpn,truck,AP_dist_0.5,0.15212892794341645
pointpillars_fpn,truck,AP_dist_1.0,0.34254435683016576
pointpillars_fpn,truck,AP_dist_2.0,0.43937565650599314
pointpillars_fpn,truck,AP_dist_4.0,0.4819127039635191
pointpillars_fpn,truck,trans_err,0.46299261903934547
pointpillars_fpn,truck,scale_err,0.21960607114763342
pointpillars_fpn,truck,orient_err,0.26273963795426925
pointpillars_fpn,truck,vel_err,0.25314679063643425
pointpillars_fpn,truck,attr_err,0.21083624374319515
pointpillars_fpn,bus,AP_dist_0.5,0.10459121136307961
pointpillars_fpn,bus,AP_dist_1.0,0.41789725040338593
pointpillars_fpn,bus,AP_dist_2.0,0.573613513249129
pointpillars_fpn,bus,AP_dist_4.0,0.6107177608821698
pointpillars_fpn,bus,trans_err,0.554704975736081
pointpillars_fpn,bus,scale_err,0.21048715456950126
pointpillars_fpn,bus,orient_err,0.21166670440032237
pointpillars_fpn,bus,vel_err,0.49746846308780246
pointpillars_fpn,bus,attr_err,0.24917991090802225
pointpillars_fpn,trailer,AP_dist_0.5,0.008036957627753784
pointpillars_fpn,trailer,AP_dist_1.0,0.15325913634554722
pointpillars_fpn,trailer,AP_dist_2.0,0.3650453420829051
pointpillars_fpn,trailer,AP_dist_4.0,0.4957854120252968
pointpillars_fpn,trailer,trans_err,0.7956381269355217
pointpillars_fpn,trailer,scale_err,0.23159822262967703
pointpillars_fpn,trailer,orient_err,0.5504265585784194
pointpillars_fpn,trailer,vel_err,0.19560870761761193
pointpillars_fpn,trailer,attr_err,0.15955161216884717
pointpillars_fpn,construction_vehicle,AP_dist_0.5,0.0
pointpillars_fpn,construction_vehicle,AP_dist_1.0,0.01396892925560124
pointpillars_fpn,construction_vehicle,AP_dist_2.0,0.07271367965610473
pointpillars_fpn,construction_vehicle,AP_dist_4.0,0.1146177457449943
pointpillars_fpn,construction_vehicle,trans_err,0.8394884046221164
pointpillars_fpn,construction_vehicle,scale_err,0.46966401162339055
pointpillars_fpn,construction_vehicle,orient_err,1.3756080333347138
pointpillars_fpn,construction_vehicle,vel_err,0.1440266242871453
pointpillars_fpn,construction_vehicle,attr_err,0.3443092376070877
pointpillars_fpn,pedestrian,AP_dist_0.5,0.6603708283188753
pointpillars_fpn,pedestrian,AP_dist_1.0,0.6729931504696982
pointpillars_fpn,pedestrian,AP_dist_2.0,0.6874169329621072
pointpillars_fpn,pedestrian,AP_dist_4.0,0.708311659161477
pointpillars_fpn,pedestrian,trans_err,0.15630908247569877
pointpillars_fpn,pedestrian,scale_err,0.28799795539647277
pointpillars_fpn,pedestrian,orient_err,0.38521355273730057
pointpillars_fpn,pedestrian,vel_err,0.2663751629707057
pointpillars_fpn,pedestrian,attr_err,0.07440798019748754
pointpillars_fpn,motorcycle,AP_dist_0.5,0.31686981744096293
pointpillars_fpn,motorcycle,AP_dist_1.0,0.39297124587142823
pointpillars_fpn,motorcycle,AP_dist_2.0,0.4050892894541805
pointpillars_fpn,motorcycle,AP_dist_4.0,0.41411874476730665
pointpillars_fpn,motorcycle,trans_err,0.2663458364276004
pointpillars_fpn,motorcycle,scale_err,0.26068693109371416
pointpillars_fpn,motorcycle,orient_err,0.5994686890768247
pointpillars_fpn,motorcycle,vel_err,0.5166800278229476
pointpillars_fpn,motorcycle,attr_err,0.23290351202899204
pointpillars_fpn,bicycle,AP_dist_0.5,0.08617822593083037
pointpillars_fpn,bicycle,AP_dist_1.0,0.1056022051069953
pointpillars_fpn,bicycle,AP_dist_2.0,0.11051587192722992
pointpillars_fpn,bicycle,AP_dist_4.0,0.11759815850036334
pointpillars_fpn,bicycle,trans_err,0.2964063671100282
pointpillars_fpn,bicycle,scale_err,0.2958103322939767
pointpillars_fpn,bicycle,orient_err,0.8604580736729075
pointpillars_fpn,bicycle,vel_err,0.27256794337938195
pointpillars_fpn,bicycle,attr_err,0.028016033544429445
pointpillars_fpn,traffic_cone,AP_dist_0.5,0.2884001975518098
pointpillars_fpn,traffic_cone,AP_dist_1.0,0.30923407961651717
pointpillars_fpn,traffic_cone,AP_dist_2.0,0.34156473025301765
pointpillars_fpn,traffic_cone,AP_dist_4.0,0.39711333654237535
pointpillars_fpn,traffic_cone,trans_err,0.2492851687456867
pointpillars_fpn,traffic_cone,scale_err,0.3683913878748404
pointpillars_fpn,traffic_cone,orient_err,
pointpillars_fpn,traffic_cone,vel_err,
pointpillars_fpn,traffic_cone,attr_err,
pointpillars_fpn,barrier,AP_dist_0.5,0.29361394382383377
pointpillars_fpn,barrier,AP_dist_1.0,0.5192563208647383
pointpillars_fpn,barrier,AP_dist_2.0,0.6067307065080866
pointpillars_fpn,barrier,AP_dist_4.0,0.6387466040546362
pointpillars_fpn,barrier,trans_err,0.4046375165162166
pointpillars_fpn,barrier,scale_err,0.3055283224207985
pointpillars_fpn,barrier,orient_err,0.05098422017949227
pointpillars_fpn,barrier,vel_err,
pointpillars_fpn,barrier,attr_err,
pointpillars_secfpn,car,AP_dist_0.5,0.6728811144295131
pointpillars_secfpn,car,AP_dist_1.0,0.7930522934252515
pointpillars_secfpn,car,AP_dist_2.0,0.8327527397105092
pointpillars_secfpn,car,AP_dist_4.0,0.8509759782240588
pointpillars_secfpn,car,trans_err,0.20761800403458955
pointpillars_secfpn,car,scale_err,0.15725544588144932
pointpillars_secfpn,car,orient_err,0.1504284439773611
pointpillars_secfpn,car,vel_err,0.26816310298392326
pointpillars_secfpn,car,attr_err,0.20606001206831914
pointpillars_secfpn,truck,AP_dist_0.5,0.18708085580214065
pointpillars_secfpn,truck,AP_dist_1.0,0.37278306550782164
pointpillars_secfpn,truck,AP_dist_2.0,0.46481698233127733
pointpillars_secfpn,truck,AP_dist_4.0,0.5098010844650049
pointpillars_secfpn,truck,trans_err,0.4315737811736924
pointpillars_secfpn,truck,scale_err,0.20874865741202614
pointpillars_secfpn,truck,orient_err,0.208243602003003
pointpillars_secfpn,truck,vel_err,0.25900850903835765
pointpillars_secfpn,truck,attr_err,0.23104138322778803
pointpillars_secfpn,bus,AP_dist_0.5,0.22250786221250426
pointpillars_secfpn,bus,AP_dist_1.0,0.5134969807078504
pointpillars_secfpn,bus,AP_dist_2.0,0.656681837251841
pointpillars_secfpn,bus,AP_dist_4.0,0.6836714713187538
pointpillars_secfpn,bus,trans_err,0.4528089729484841
pointpillars_secfpn,bus,scale_err,0.1959928761989495
pointpillars_secfpn,bus,orient_err,0.2552862253425817
pointpillars_secfpn,bus,vel_err,0.6569804715793444
pointpillars_secfpn,bus,attr_err,0.24864612094053135
pointpillars_secfpn,trailer,AP_dist_0.5,0.01606717663828447
pointpillars_secfpn,trailer,AP_dist_1.0,0.16918458455291854
pointpillars_secfpn,trailer,AP_dist_2.0,0.3383692344490491
pointpillars_secfpn,trailer,AP_dist_4.0,0.4573887295450659
pointpillars_secfpn,trailer,trans_err,0.6874364436865119
pointpillars_secfpn,trailer,scale_err,0.2253849376720611
pointpillars_secfpn,trailer,orient_err,0.4633548998816349
pointpillars_secfpn,trailer,vel_err,0.3044047817772806
pointpillars_secfpn,trailer,attr_err,0.2086099430477561
pointpillars_secfpn,construction_vehicle,AP_dist_0.5,0.0
pointpillars_secfpn,construction_vehicle,AP_dist_1.0,0.013539000262220133
pointpillars_secfpn,construction_vehicle,AP_dist_2.0,0.08554580806144314
pointpillars_secfpn,construction_vehicle,AP_dist_4.0,0.13498064429454473
pointpillars_secfpn,construction_vehicle,trans_err,0.8449797126597954
pointpillars_secfpn,construction_vehicle,scale_err,0.4383699993936798
pointpillars_secfpn,construction_vehicle,orient_err,1.4674556210282028
pointpillars_secfpn,construction_vehicle,vel_err,0.14496485500269313
pointpillars_secfpn,construction_vehicle,attr_err,0.34481226655743313
pointpillars_secfpn,pedestrian,AP_dist_0.5,0.5404589316104527
pointpillars_secfpn,pedestrian,AP_dist_1.0,0.5544115763097301
pointpillars_secfpn,pedestrian,AP_dist_2.0,0.5742481083316645
pointpillars_secfpn,pedestrian,AP_dist_4.0,0.5989254390240529
pointpillars_secfpn,pedestrian,trans_err,0.17486162703971342
pointpillars_secfpn,pedestrian,scale_err,0.2795279697682818
pointpillars_secfpn,pedestrian,orient_err,0.43132588972876595
pointpillars_secfpn,pedestrian,vel_err,0.3122214097228321
pointpillars_secfpn,pedestrian,attr_err,0.08278925111105301
pointpillars_secfpn,motorcycle,AP_dist_0.5,0.14521228459195842
pointpillars_secfpn,motorcycle,AP_dist_1.0,0.21166100459994344
pointpillars_secfpn,motorcycle,AP_dist_2.0,0.22067389686369662
pointpillars_secfpn,motorcycle,AP_dist_4.0,0.2308365997776238
pointpillars_secfpn,motorcycle,trans_err,0.3163937521210399
pointpillars_secfpn,motorcycle,scale_err,0.31096009455792967
pointpillars_secfpn,motorcycle,orient_err,0.9059240487250994
pointpillars_secfpn,motorcycle,vel_err,0.7513286880212109
pointpillars_secfpn,motorcycle,attr_err,0.22066188485269914
pointpillars_secfpn,bicycle,AP_dist_0.5,0.004540686201290976
pointpillars_secfpn,bicycle,AP_dist_1.0,0.007916111948855619
pointpillars_secfpn,bicycle,AP_dist_2.0,0.008058336328671707
pointpillars_secfpn,bicycle,AP_dist_4.0,0.010658017212390394
pointpillars_secfpn,bicycle,trans_err,0.33185837537816587
pointpillars_secfpn,bicycle,scale_err,0.32608520839549726
pointpillars_secfpn,bicycle,orient_err,0.8497590050392108
pointpillars_secfpn,bicycle,vel_err,0.4055346112561213
pointpillars_secfpn,bicycle,attr_err,0.05801332064383438
pointpillars_secfpn,traffic_cone,AP_dist_0.5,0.14089476764352496
pointpillars_secfpn,traffic_cone,AP_dist_1.0,0.15536778604471232
pointpillars_secfpn,traffic_cone,AP_dist_2.0,0.18318291712372353
pointpillars_secfpn,traffic_cone,AP_dist_4.0,0.23822661950723523
pointpillars_secfpn,traffic_cone,trans_err,0.26975908722292014
pointpillars_secfpn,traffic_cone,scale_err,0.3948131971602814
pointpillars_secfpn,traffic_cone,orient_err,
pointpillars_secfpn,traffic_cone,vel_err,
pointpillars_secfpn,traffic_cone,attr_err,
pointpillars_secfpn,barrier,AP_dist_0.5,0.14546143537626757
pointpillars_secfpn,barrier,AP_dist_1.0,0.4095613827265439
pointpillars_secfpn,barrier,AP_dist_2.0,0.537126984138726
pointpillars_secfpn,barrier,AP_dist_4.0,0.5830280104504227
pointpillars_secfpn,barrier,trans_err,0.5467293142670144
pointpillars_secfpn,barrier,scale_err,0.30999290349564984
pointpillars_secfpn,barrier,orient_err,0.0554133279599159
pointpillars_secfpn,barrier,vel_err,
pointpillars_secfpn,barrier,attr_err,
